epoch,train_loss,val_loss
1,0.6914300918579102,0.6885930895805359
2,0.6885111927986145,0.6858989000320435
3,0.6856931447982788,0.6835376620292664
4,0.6832302808761597,0.6818593144416809
5,0.6815656423568726,0.6809786558151245
6,0.6805825233459473,0.6807351112365723
7,0.6803029775619507,0.6781821250915527
8,0.6776536703109741,0.6756937503814697
9,0.6749839186668396,0.6733915209770203
10,0.6726050972938538,0.6713846325874329
11,0.6703830361366272,0.6697524785995483
12,0.6686116456985474,0.668530285358429
13,0.6673762798309326,0.6677051186561584
14,0.6663559675216675,0.6672226190567017
15,0.6658439040184021,0.6670019626617432
16,0.6656183004379272,0.6669456362724304
17,0.6655780076980591,0.664822518825531
18,0.6631343960762024,0.6633241772651672
19,0.6612425446510315,0.6630162000656128
20,0.6602373123168945,0.6644092202186584
21,0.6612399816513062,0.6664787530899048
22,0.6625639200210571,0.6672832369804382
23,0.6631428003311157,0.6667100191116333
24,0.662760317325592,0.6655340194702148
25,0.6620646715164185,0.6643491387367249
26,0.6608141660690308,0.6634123921394348
27,0.6602556705474854,0.6627525091171265
28,0.659906268119812,0.6623155474662781
29,0.6595596671104431,0.6620373129844666
30,0.6592345833778381,0.6618639230728149
31,0.659200131893158,0.6617574691772461
32,0.6592487096786499,0.6616933941841125
33,0.6590045690536499,0.6616566777229309
34,0.6591550707817078,0.6616377234458923
35,0.6590207815170288,0.6616297960281372
36,0.6592122912406921,0.6616278886795044
37,0.6592862606048584,0.6613872051239014
38,0.6590972542762756,0.6612339019775391
39,0.658866286277771,0.6611228585243225
40,0.6591030359268188,0.6610222458839417
41,0.6588820815086365,0.6609121561050415
42,0.6590346693992615,0.6607851982116699
43,0.6588587164878845,0.6606407165527344
44,0.6586064696311951,0.6604835391044617
45,0.6584643721580505,0.6603220701217651
46,0.6583899855613708,0.6601652503013611
47,0.6581966280937195,0.6600205898284912
48,0.6579460501670837,0.6598938703536987
49,0.6576948761940002,0.6597874760627747
50,0.6577487587928772,0.6597000956535339
51,0.6576085686683655,0.6596276760101318
52,0.657362163066864,0.6595641374588013
53,0.6574003100395203,0.6595041155815125
54,0.6573005318641663,0.6594412326812744
55,0.657296895980835,0.6593722105026245
56,0.657054603099823,0.6592963933944702
57,0.6570717096328735,0.6592149138450623
58,0.656718909740448,0.6591300368309021
59,0.656784176826477,0.6590444445610046
60,0.6567428112030029,0.6589608192443848
