epoch,train_loss,val_loss
1,0.6941946744918823,0.6922734379768372
2,0.6923714280128479,0.6904512047767639
3,0.6907298564910889,0.6889014840126038
4,0.6893372535705566,0.6878291368484497
5,0.6883729696273804,0.6872776746749878
6,0.6879315972328186,0.6871268153190613
7,0.6877811551094055,0.6855853796005249
8,0.6864429116249084,0.6841690540313721
9,0.6852242350578308,0.6829620003700256
10,0.6842687726020813,0.68202143907547
11,0.6835291981697083,0.6813619136810303
12,0.6831116676330566,0.6809515953063965
13,0.6828000545501709,0.6807259917259216
14,0.6827162504196167,0.6806173920631409
15,0.6826993823051453,0.6805748343467712
16,0.6826975345611572,0.6805650591850281
17,0.682659387588501,0.6803253293037415
18,0.6826484203338623,0.6803528070449829
19,0.6829919219017029,0.6804502010345459
20,0.683160662651062,0.6804396510124207
21,0.6832100749015808,0.6803203225135803
22,0.6829920411109924,0.6801748275756836
23,0.6827992796897888,0.6800638437271118
24,0.6825742721557617,0.680006206035614
25,0.6823558807373047,0.6799929141998291
26,0.682268500328064,0.6800063848495483
27,0.6822531223297119,0.6800306439399719
28,0.6821698546409607,0.6800550222396851
29,0.6821728348731995,0.6800742745399475
30,0.6820928454399109,0.6800869107246399
31,0.682121753692627,0.6800934076309204
32,0.68211829662323,0.6800956726074219
33,0.6821624636650085,0.6800955533981323
34,0.6819834113121033,0.6800947189331055
35,0.6820942759513855,0.6800938844680786
36,0.6821569800376892,0.6800936460494995
37,0.6821144223213196,0.6800351142883301
38,0.6819999814033508,0.6799637079238892
39,0.6820036172866821,0.6798818707466125
40,0.6819372177124023,0.6797922849655151
41,0.6818497180938721,0.6796981692314148
42,0.6817635893821716,0.6796020865440369
43,0.6817280650138855,0.679507315158844
44,0.6816052794456482,0.6794154047966003
45,0.6816089749336243,0.6793276071548462
46,0.6815245747566223,0.6792445778846741
47,0.6814934015274048,0.6791667938232422
48,0.6813895106315613,0.6790936589241028
49,0.6812957525253296,0.6790245175361633
50,0.6813234686851501,0.6789597868919373
51,0.6811536550521851,0.6788986325263977
52,0.6811842322349548,0.6788411736488342
53,0.6811227202415466,0.6787870526313782
54,0.6810368299484253,0.6787357330322266
55,0.6809026598930359,0.6786863803863525
56,0.6808767914772034,0.6786390542984009
57,0.6807794570922852,0.6785935759544373
58,0.6808577179908752,0.6785503029823303
59,0.6807683706283569,0.6785086989402771
60,0.680691123008728,0.6784691214561462
61,0.6807552576065063,0.6784321069717407
62,0.6805963516235352,0.6783971786499023
63,0.6806787848472595,0.6783654093742371
64,0.6805914044380188,0.6783367395401001
65,0.6805585622787476,0.6783110499382019
66,0.680507481098175,0.6782885193824768
67,0.6805770993232727,0.6782693266868591
68,0.6804905533790588,0.6782530546188354
69,0.6805127263069153,0.6782400608062744
70,0.6804190278053284,0.6782296299934387
71,0.6804283857345581,0.6782218813896179
72,0.6804479956626892,0.6782163381576538
73,0.6804211735725403,0.6782127618789673
74,0.6804523468017578,0.6782107353210449
75,0.6804744601249695,0.6782098412513733
76,0.6803757548332214,0.6782095432281494
77,0.6805301308631897,0.6780573725700378
78,0.6802653074264526,0.6779008507728577
79,0.6801305413246155,0.6777413487434387
80,0.6799730062484741,0.6775785684585571
81,0.6799014210700989,0.6774132251739502
82,0.6796701550483704,0.6772443652153015
83,0.6796029210090637,0.677071750164032
84,0.6793657541275024,0.67689448595047
