epoch,train_loss,val_loss
1,0.690508246421814,0.6858846545219421
2,0.6857946515083313,0.681391179561615
3,0.6812253594398499,0.6773726344108582
4,0.6771191954612732,0.6744579672813416
5,0.6741366386413574,0.6729040145874023
6,0.6725561618804932,0.6724704504013062
7,0.6721466779708862,0.667831301689148
8,0.6673745512962341,0.6631148457527161
9,0.6625832915306091,0.6585286259651184
10,0.657866358757019,0.6542956829071045
11,0.6534877419471741,0.6506315469741821
12,0.649747908115387,0.6477077603340149
13,0.6467265486717224,0.6456135511398315
14,0.6446384787559509,0.644329309463501
15,0.6431936025619507,0.6437225341796875
16,0.6426286697387695,0.6435649394989014
17,0.6424548625946045,0.6368885636329651
18,0.6355279088020325,0.6300345063209534
19,0.6282173991203308,0.623772919178009
20,0.6217637658119202,0.6198689937591553
21,0.6168676018714905,0.6217984557151794
22,0.6179612874984741,0.6287819743156433
23,0.6243212819099426,0.6303434371948242
24,0.6256860494613647,0.6275870203971863
25,0.6232739686965942,0.6241494417190552
26,0.6202147603034973,0.6215974688529968
27,0.6179702877998352,0.6200757622718811
28,0.6166129112243652,0.6192851066589355
29,0.6160826683044434,0.6189171671867371
30,0.6157586574554443,0.6187639236450195
31,0.6158031225204468,0.6187078952789307
32,0.6156732439994812,0.6186901926994324
33,0.6159429550170898,0.6186854243278503
34,0.6157840490341187,0.618683934211731
35,0.6157035827636719,0.6186833381652832
36,0.6156806945800781,0.6186830997467041
37,0.615711510181427,0.6186941862106323
38,0.6159510016441345,0.6187344193458557
39,0.6161267757415771,0.6187390685081482
40,0.6159197092056274,0.6186789274215698
41,0.6160273551940918,0.6185561418533325
42,0.61580890417099,0.6183909773826599
43,0.6156398057937622,0.6182133555412292
44,0.6153436899185181,0.6180540323257446
45,0.6152068376541138,0.617938220500946
46,0.6149658560752869,0.617878258228302
47,0.6147294044494629,0.6178713440895081
48,0.6148600578308105,0.6179001927375793
49,0.614871084690094,0.6179397702217102
50,0.6148895621299744,0.6179651021957397
51,0.6147753000259399,0.6179590821266174
52,0.6147524118423462,0.6179171800613403
53,0.6146403551101685,0.6178439855575562
54,0.6146795749664307,0.6177511215209961
55,0.6144281625747681,0.6176515817642212
56,0.6146323084831238,0.6175544857978821
57,0.6144970655441284,0.6174663305282593
58,0.6144077777862549,0.6173901557922363
59,0.6142705678939819,0.6173266172409058
60,0.614238977432251,0.6172747611999512
61,0.6142469644546509,0.6172325611114502
62,0.6141695380210876,0.6171982288360596
63,0.614068865776062,0.6171703338623047
64,0.6142196655273438,0.6171475648880005
65,0.6141104102134705,0.6171289682388306
66,0.6141095161437988,0.6171137690544128
67,0.6142107248306274,0.6171014904975891
68,0.6141701936721802,0.617091715335846
69,0.6139010787010193,0.6170842051506042
70,0.614030659198761,0.6170784831047058
71,0.6141902208328247,0.6170743703842163
72,0.6141505837440491,0.6170715689659119
73,0.6140367388725281,0.6170698404312134
74,0.6141135692596436,0.6170688271522522
75,0.6140537858009338,0.617068350315094
76,0.6138774752616882,0.6170682907104492
77,0.6141467690467834,0.6170037388801575
78,0.6140562891960144,0.6169440746307373
79,0.6137607097625732,0.6168863773345947
80,0.613773763179779,0.6168255805969238
81,0.6138066053390503,0.6167566776275635
82,0.613664984703064,0.6166757345199585
83,0.6136087775230408,0.6165819764137268
84,0.6132853031158447,0.6164805293083191
85,0.6133256554603577,0.6163734793663025
86,0.6132538914680481,0.6162646412849426
87,0.6132475137710571,0.6161564588546753
88,0.6128815412521362,0.6160511374473572
